Traffic_Speed_kmh
1.0
0.03265311550964925
0.010648328772103336
0.009553855231841496
0.00557359174486098
0.0035624258305328384
0.003383093805258579
0.0014304807253980932
0.001289653974652624
0.0010884407313126606
-0.0041300044430806395
-0.00463347479168281
-0.009270153632978787
-0.010258837178288635
-0.010666959035129363
-0.010842385938650872
-0.011846248121054073
-0.01265364114089556
-0.017593865276767387
